age,workclass,education,marital-status,occupation,race,sex,capital-gain,capital-loss,hours-per-week,income
29,Private,HS-grad,Divorced,Craft-repair,White,Male,0,0,40,<=50K
46,Private,Masters,Married-civ-spouse,Prof-specialty,White,Male,15024,0,50,>50K
31,Private,HS-grad,Married-civ-spouse,Adm-clerical,Amer-Indian-Eskimo,Male,0,0,40,<=50K
24,Private,HS-grad,Never-married,Machine-op-inspct,White,Female,0,0,40,<=50K
32,Private,HS-grad,Never-married,Adm-clerical,White,Female,0,0,38,<=50K
25,Private,HS-grad,Never-married,Handlers-cleaners,White,Male,0,0,40,<=50K
28,Private,HS-grad,Never-married,Handlers-cleaners,Black,Male,0,0,40,<=50K
51,Private,Masters,Divorced,Prof-specialty,Other,Male,4787,0,35,>50K
28,Private,Some-college,Married-civ-spouse,Sales,White,Male,0,0,43,<=50K
33,Private,HS-grad,Never-married,Exec-managerial,White,Male,0,0,32,<=50K
46,Private,Assoc-acdm,Married-civ-spouse,Tech-support,White,Male,0,1977,50,>50K
45,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,0,0,50,<=50K
28,Private,Some-college,Never-married,Adm-clerical,White,Male,0,0,44,<=50K
41,Private,HS-grad,Married-spouse-absent,Adm-clerical,White,Female,0,0,40,<=50K
48,Private,Some-college,Married-civ-spouse,Transport-moving,White,Male,0,0,40,>50K
31,Private,HS-grad,Married-civ-spouse,Exec-managerial,White,Female,0,0,35,<=50K
17,Private,11th,Never-married,Other-service,White,Male,0,0,40,<=50K
37,Private,Some-college,Married-civ-spouse,Sales,White,Male,0,0,50,>50K
51,Local-gov,Some-college,Widowed,Other-service,White,Female,0,0,40,<=50K
51,Private,Masters,Married-civ-spouse,Prof-specialty,White,Male,0,1740,40,<=50K
57,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Black,Male,0,0,40,>50K
29,Private,Assoc-voc,Never-married,Adm-clerical,White,Female,0,0,40,<=50K
28,Private,HS-grad,Never-married,Handlers-cleaners,White,Male,0,0,20,<=50K
26,State-gov,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,3942,0,7,<=50K
33,Private,Masters,Married-civ-spouse,Prof-specialty,White,Male,0,0,45,<=50K
42,Private,Bachelors,Divorced,Exec-managerial,White,Female,0,0,38,<=50K
30,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,0,1977,50,>50K
45,Private,Some-college,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Male,0,0,45,<=50K
20,Private,HS-grad,Married-civ-spouse,Other-service,White,Male,0,0,28,<=50K
36,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,0,0,40,<=50K
64,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,5178,0,40,>50K
29,Private,HS-grad,Married-civ-spouse,Adm-clerical,White,Male,0,0,48,>50K
18,Private,11th,Married-civ-spouse,Sales,Other,Female,0,0,20,<=50K
45,Private,HS-grad,Never-married,Farming-fishing,White,Male,0,0,60,<=50K
31,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,0,0,30,<=50K
66,Self-emp-not-inc,10th,Married-civ-spouse,Craft-repair,White,Male,0,0,25,<=50K
49,Private,HS-grad,Divorced,Sales,White,Female,0,0,40,<=50K
45,Private,Assoc-voc,Married-civ-spouse,Craft-repair,White,Male,0,0,40,<=50K
22,Private,Some-college,Never-married,Other-service,White,Female,0,0,20,<=50K
22,Private,HS-grad,Never-married,Transport-moving,White,Male,0,0,48,<=50K
46,Private,HS-grad,Divorced,Sales,White,Female,0,0,40,<=50K
62,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,White,Female,0,0,40,<=50K
41,State-gov,Masters,Married-civ-spouse,Exec-managerial,Black,Female,0,0,40,<=50K
46,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,White,Male,0,0,40,<=50K
41,Private,HS-grad,Divorced,Craft-repair,White,Female,0,0,40,<=50K
61,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,White,Male,0,0,40,<=50K
64,Private,Masters,Married-civ-spouse,Prof-specialty,White,Male,0,0,45,>50K
18,Private,HS-grad,Never-married,Other-service,White,Female,0,0,40,<=50K
34,Private,HS-grad,Married-civ-spouse,Transport-moving,Black,Male,0,0,40,<=50K
36,Private,Some-college,Separated,Transport-moving,White,Male,0,0,40,<=50K
80,Private,HS-grad,Divorced,Adm-clerical,White,Female,0,0,20,<=50K
24,Federal-gov,9th,Never-married,Adm-clerical,Black,Male,0,0,40,<=50K
20,Private,HS-grad,Never-married,Sales,White,Male,0,0,35,<=50K
64,Private,Some-college,Widowed,Sales,White,Male,2354,0,35,<=50K
21,Private,HS-grad,Never-married,Other-service,Black,Male,0,0,70,<=50K
52,Private,HS-grad,Married-civ-spouse,Farming-fishing,White,Male,0,0,60,<=50K
31,Private,10th,Divorced,Machine-op-inspct,White,Male,0,0,40,<=50K
66,Self-emp-inc,12th,Married-civ-spouse,Sales,White,Male,0,0,20,<=50K
50,Federal-gov,HS-grad,Separated,Sales,Amer-Indian-Eskimo,Female,0,0,40,<=50K
62,Private,Some-college,Married-civ-spouse,Craft-repair,Black,Male,0,0,40,>50K
49,Private,7th-8th,Married-civ-spouse,Craft-repair,White,Male,0,0,50,<=50K
33,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,0,0,40,<=50K
38,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,White,Male,0,0,40,>50K
20,Private,Some-college,Never-married,Adm-clerical,White,Female,0,1719,30,<=50K
31,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,White,Male,0,0,55,>50K
41,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,White,Male,0,0,45,>50K
22,Self-emp-not-inc,HS-grad,Never-married,Other-service,White,Female,0,0,50,<=50K
41,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,7688,0,42,>50K
39,Private,Bachelors,Married-civ-spouse,Sales,White,Male,7298,0,40,>50K
63,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,0,0,40,<=50K
25,Private,HS-grad,Never-married,Handlers-cleaners,White,Male,0,0,47,<=50K
58,Private,HS-grad,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,<=50K
26,Private,Bachelors,Married-civ-spouse,Sales,White,Female,0,0,20,<=50K
38,Private,Some-college,Divorced,Adm-clerical,White,Male,0,0,52,<=50K
35,Private,Some-college,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Male,0,0,40,>50K
43,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,7298,0,50,>50K
47,State-gov,Doctorate,Separated,Exec-managerial,Asian-Pac-Islander,Male,2354,0,45,<=50K
33,Private,7th-8th,Married-civ-spouse,Craft-repair,White,Male,0,0,40,<=50K
21,Private,5th-6th,Never-married,Craft-repair,Other,Male,0,0,32,<=50K
22,Private,HS-grad,Married-civ-spouse,Protective-serv,White,Male,0,0,40,<=50K
25,Private,Bachelors,Never-married,Adm-clerical,White,Female,0,0,45,<=50K
59,Private,Bachelors,Married-spouse-absent,Prof-specialty,Black,Female,2202,0,37,<=50K
42,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,7298,0,40,>50K
33,Private,Some-college,Married-civ-spouse,Prof-specialty,White,Female,0,0,40,<=50K
25,Private,Bachelors,Never-married,Prof-specialty,White,Male,0,0,35,<=50K
27,Private,Some-college,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,<=50K
36,Self-emp-not-inc,Masters,Never-married,Prof-specialty,White,Female,0,0,60,>50K
40,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,>50K
27,Private,Bachelors,Never-married,Exec-managerial,White,Male,0,0,40,<=50K
36,Private,HS-grad,Divorced,Sales,White,Male,0,0,50,<=50K
36,Private,11th,Married-civ-spouse,Craft-repair,White,Male,0,0,40,<=50K
44,Private,Bachelors,Never-married,Prof-specialty,White,Male,0,0,40,<=50K
48,Local-gov,HS-grad,Separated,Transport-moving,White,Female,0,0,25,<=50K
43,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,0,0,40,>50K
43,Private,5th-6th,Separated,Craft-repair,Other,Male,0,0,40,<=50K
41,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,0,1887,50,>50K
29,Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,White,Female,0,0,30,<=50K
31,Private,HS-grad,Never-married,Machine-op-inspct,Black,Male,0,0,30,<=50K
54,Private,9th,Married-civ-spouse,Craft-repair,White,Male,0,0,40,<=50K
36,Private,Assoc-acdm,Divorced,Prof-specialty,White,Female,0,0,36,<=50K
37,Private,HS-grad,Divorced,Machine-op-inspct,White,Female,0,0,40,<=50K
27,Private,HS-grad,Never-married,Craft-repair,White,Male,0,0,40,<=50K
52,Federal-gov,Prof-school,Married-civ-spouse,Armed-Forces,White,Male,7298,0,50,>50K
40,Private,Some-college,Married-civ-spouse,Transport-moving,Black,Male,0,2415,70,>50K
24,Private,HS-grad,Never-married,Other-service,Asian-Pac-Islander,Male,0,0,40,<=50K
49,Private,9th,Divorced,Craft-repair,White,Female,5455,0,45,<=50K
22,Private,Some-college,Never-married,Prof-specialty,White,Female,0,0,30,<=50K
28,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,0,0,45,<=50K
61,Private,HS-grad,Never-married,Adm-clerical,Black,Female,0,0,34,<=50K
59,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,7688,0,40,>50K
31,Private,Some-college,Never-married,Craft-repair,White,Male,0,0,40,<=50K
35,Private,HS-grad,Married-spouse-absent,Other-service,White,Female,0,0,52,<=50K
37,Private,Some-college,Married-civ-spouse,Craft-repair,White,Male,0,0,40,<=50K
42,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,0,0,45,>50K
21,Private,Some-college,Never-married,Handlers-cleaners,Black,Male,0,0,40,<=50K
40,Private,HS-grad,Divorced,Adm-clerical,White,Female,0,0,40,<=50K
23,Private,Some-college,Never-married,Adm-clerical,White,Female,0,0,10,<=50K
37,Federal-gov,Masters,Married-civ-spouse,Tech-support,White,Male,0,0,50,>50K
38,Private,HS-grad,Never-married,Exec-managerial,White,Female,0,0,40,<=50K
36,Private,HS-grad,Married-spouse-absent,Prof-specialty,White,Female,0,0,40,>50K
48,Private,HS-grad,Divorced,Other-service,White,Female,0,0,40,<=50K
42,Private,Some-college,Married-civ-spouse,Handlers-cleaners,White,Male,0,0,40,>50K
30,Private,HS-grad,Never-married,Other-service,Black,Female,0,0,35,<=50K
37,Private,Assoc-voc,Married-civ-spouse,Craft-repair,White,Male,0,0,39,<=50K
29,Private,Masters,Never-married,Prof-specialty,White,Male,0,0,55,>50K
47,Self-emp-inc,Bachelors,Divorced,Sales,White,Female,0,0,45,<=50K
47,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,White,Male,0,2002,42,<=50K
33,Local-gov,HS-grad,Never-married,Protective-serv,White,Male,0,0,48,<=50K
24,Private,Assoc-acdm,Never-married,Prof-specialty,White,Male,0,1980,50,<=50K
43,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,0,0,50,>50K
25,Private,Assoc-acdm,Never-married,Exec-managerial,White,Male,0,0,40,<=50K
27,Private,HS-grad,Married-civ-spouse,Exec-managerial,White,Female,0,0,40,<=50K
50,Private,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,0,2415,60,>50K
32,Private,11th,Never-married,Handlers-cleaners,Black,Female,0,0,40,<=50K
30,Private,HS-grad,Never-married,Adm-clerical,White,Female,0,0,40,<=50K
41,Private,Some-college,Never-married,Exec-managerial,Black,Female,0,0,99,<=50K
47,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Female,0,0,45,<=50K
34,State-gov,Prof-school,Never-married,Prof-specialty,White,Female,4787,0,47,>50K
47,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,0,0,60,>50K
31,Private,10th,Never-married,Transport-moving,White,Male,0,0,99,<=50K
45,Local-gov,Some-college,Married-civ-spouse,Other-service,Black,Female,0,0,25,<=50K
40,Private,Some-college,Never-married,Craft-repair,White,Male,0,0,38,<=50K
31,Private,Masters,Never-married,Adm-clerical,Asian-Pac-Islander,Male,0,0,60,>50K
32,Private,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,0,0,50,>50K
40,Private,Some-college,Divorced,Exec-managerial,White,Male,0,0,40,<=50K
37,Private,5th-6th,Married-civ-spouse,Craft-repair,White,Male,0,2603,60,<=50K
31,Private,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,0,0,50,<=50K
31,Private,12th,Separated,Adm-clerical,White,Male,0,0,40,<=50K
61,Private,HS-grad,Divorced,Sales,White,Female,0,0,40,<=50K
47,Private,HS-grad,Married-civ-spouse,Sales,White,Male,0,0,50,>50K
55,Self-emp-inc,HS-grad,Married-civ-spouse,Transport-moving,White,Male,0,0,60,<=50K
35,Private,11th,Never-married,Machine-op-inspct,White,Male,0,0,40,<=50K
31,Private,HS-grad,Never-married,Craft-repair,White,Male,0,0,40,<=50K
36,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,White,Female,0,0,50,>50K
58,Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,White,Male,15024,0,32,>50K
33,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,White,Male,0,0,50,<=50K
33,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,0,0,45,<=50K
30,Private,12th,Married-civ-spouse,Farming-fishing,White,Male,0,0,44,<=50K
45,State-gov,Some-college,Never-married,Tech-support,White,Female,3325,0,60,<=50K
51,Private,Bachelors,Never-married,Prof-specialty,Asian-Pac-Islander,Female,0,0,35,<=50K
44,Private,5th-6th,Married-civ-spouse,Other-service,White,Male,0,0,40,<=50K
54,Local-gov,Masters,Married-civ-spouse,Adm-clerical,White,Male,0,0,40,<=50K
42,Private,Bachelors,Never-married,Exec-managerial,White,Female,0,0,50,<=50K
19,Private,HS-grad,Never-married,Other-service,White,Female,0,0,35,<=50K
31,Private,Some-college,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,40,<=50K
34,Private,Bachelors,Never-married,Adm-clerical,White,Female,0,0,20,<=50K
27,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,White,Male,0,0,50,<=50K
44,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,White,Male,0,0,40,>50K
35,Private,Assoc-voc,Married-civ-spouse,Craft-repair,White,Male,0,0,42,>50K
46,State-gov,Some-college,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,>50K
30,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,White,Male,0,0,40,>50K
63,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,>50K
37,Private,Bachelors,Married-civ-spouse,Exec-managerial,Black,Male,0,0,40,>50K
58,Private,5th-6th,Widowed,Other-service,White,Female,0,0,70,<=50K
48,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,0,1977,70,>50K
30,Private,10th,Never-married,Machine-op-inspct,White,Male,0,0,50,<=50K
45,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,0,0,40,>50K
63,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,0,0,50,<=50K
53,Private,Prof-school,Never-married,Adm-clerical,White,Male,0,0,40,>50K
42,Private,HS-grad,Separated,Machine-op-inspct,White,Female,0,0,40,<=50K
31,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,White,Female,0,0,40,>50K
32,Local-gov,Masters,Never-married,Prof-specialty,Black,Male,0,0,40,<=50K
60,Private,HS-grad,Married-spouse-absent,Craft-repair,White,Male,0,1741,40,<=50K
37,State-gov,Bachelors,Never-married,Prof-specialty,White,Female,0,0,20,<=50K
34,Private,HS-grad,Separated,Adm-clerical,White,Female,0,0,32,<=50K
40,Local-gov,Bachelors,Divorced,Prof-specialty,White,Female,0,0,35,<=50K
19,Private,Some-college,Never-married,Adm-clerical,White,Female,0,0,40,<=50K
21,Private,Some-college,Never-married,Adm-clerical,White,Female,0,0,40,<=50K
36,Private,HS-grad,Never-married,Adm-clerical,White,Female,3325,0,40,<=50K
46,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,40,<=50K
51,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,White,Male,0,0,55,>50K
27,Private,HS-grad,Separated,Craft-repair,White,Male,0,0,40,<=50K
50,Local-gov,Some-college,Married-civ-spouse,Protective-serv,White,Male,7298,0,56,>50K
31,Private,Some-college,Never-married,Adm-clerical,White,Female,0,0,40,<=50K
34,Private,HS-grad,Divorced,Craft-repair,White,Male,0,0,40,<=50K
32,Private,12th,Married-civ-spouse,Other-service,White,Female,0,0,40,<=50K
41,State-gov,Some-college,Divorced,Other-service,White,Male,0,0,12,<=50K
54,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,0,0,40,>50K
34,Private,Bachelors,Never-married,Sales,White,Female,0,0,41,<=50K
28,Private,Bachelors,Married-civ-spouse,Craft-repair,White,Male,0,0,50,<=50K
17,Private,11th,Never-married,Other-service,White,Female,0,0,13,<=50K
22,Private,11th,Never-married,Farming-fishing,White,Male,0,0,40,<=50K
47,Private,5th-6th,Married-civ-spouse,Transport-moving,White,Female,0,0,40,>50K
34,Private,HS-grad,Married-spouse-absent,Other-service,White,Female,0,0,35,<=50K
45,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Farming-fishing,White,Male,2885,0,60,<=50K
58,Federal-gov,HS-grad,Never-married,Adm-clerical,Amer-Indian-Eskimo,Male,0,0,40,<=50K
45,Private,Some-college,Divorced,Adm-clerical,Black,Male,0,0,40,<=50K
32,Private,HS-grad,Married-civ-spouse,Other-service,White,Female,0,0,40,<=50K
34,Private,Some-college,Married-civ-spouse,Other-service,White,Male,0,0,63,<=50K
34,Private,Some-college,Divorced,Transport-moving,White,Male,0,0,66,<=50K
49,Private,HS-grad,Divorced,Exec-managerial,White,Female,0,0,40,<=50K
18,Local-gov,10th,Never-married,Craft-repair,Black,Male,0,0,40,<=50K
41,Private,HS-grad,Divorced,Machine-op-inspct,White,Female,0,0,45,<=50K
30,Private,HS-grad,Never-married,Other-service,White,Female,0,0,40,<=50K
17,Private,11th,Never-married,Other-service,White,Female,0,0,20,<=50K
35,Private,HS-grad,Never-married,Craft-repair,White,Male,0,0,50,<=50K
44,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Black,Female,0,0,36,>50K
28,Local-gov,Bachelors,Never-married,Tech-support,White,Male,0,0,40,<=50K
42,Local-gov,Some-college,Married-civ-spouse,Adm-clerical,White,Male,0,0,40,<=50K
45,Private,Some-college,Never-married,Exec-managerial,White,Male,0,0,45,<=50K
40,Private,HS-grad,Divorced,Machine-op-inspct,White,Male,0,0,40,<=50K
20,Private,Some-college,Never-married,Handlers-cleaners,White,Male,0,0,20,<=50K
27,Private,Some-college,Never-married,Exec-managerial,White,Female,0,0,40,<=50K
59,Private,12th,Widowed,Machine-op-inspct,White,Female,0,0,48,<=50K
18,Private,Some-college,Never-married,Other-service,White,Female,0,0,20,<=50K
27,Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,White,Female,3464,0,35,<=50K
47,Private,HS-grad,Divorced,Transport-moving,White,Male,0,0,70,<=50K
67,Private,Bachelors,Married-civ-spouse,Transport-moving,White,Male,0,2392,24,>50K
33,State-gov,9th,Never-married,Other-service,White,Female,0,0,44,<=50K
63,Private,Some-college,Divorced,Other-service,White,Female,0,0,30,<=50K
40,Private,Masters,Married-civ-spouse,Sales,White,Male,0,0,40,<=50K
30,Private,Prof-school,Never-married,Prof-specialty,White,Male,0,0,40,<=50K
28,Private,Some-college,Married-civ-spouse,Adm-clerical,White,Male,0,1485,40,<=50K
28,Private,7th-8th,Never-married,Craft-repair,White,Male,0,0,40,<=50K
49,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Exec-managerial,White,Male,0,0,35,<=50K
20,Self-emp-not-inc,Some-college,Never-married,Sales,White,Female,0,0,25,<=50K
49,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,White,Male,0,0,41,>50K
18,Private,11th,Never-married,Craft-repair,White,Male,0,0,40,<=50K
28,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,0,0,40,<=50K
45,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,White,Female,0,0,37,<=50K
57,Private,9th,Married-civ-spouse,Other-service,White,Female,0,0,38,<=50K
35,Private,Bachelors,Married-civ-spouse,Sales,White,Male,0,1977,65,>50K
66,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,0,0,16,<=50K
47,Local-gov,Bachelors,Divorced,Prof-specialty,White,Female,0,0,35,>50K
57,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,0,0,40,>50K
25,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,48,<=50K
35,Private,Some-college,Divorced,Machine-op-inspct,White,Male,0,0,40,<=50K
23,Local-gov,Bachelors,Never-married,Prof-specialty,White,Male,0,0,40,<=50K
29,Private,Some-college,Never-married,Sales,White,Male,0,0,40,<=50K
18,Private,Some-college,Never-married,Adm-clerical,White,Female,0,0,40,<=50K
23,Private,Some-college,Never-married,Other-service,White,Male,0,0,40,<=50K
22,Private,Assoc-voc,Never-married,Sales,White,Female,0,0,37,<=50K
30,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,0,2051,40,<=50K
26,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,White,Female,0,0,40,>50K
52,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,White,Male,0,0,40,>50K
30,Private,HS-grad,Never-married,Craft-repair,White,Male,0,0,38,<=50K
36,Private,HS-grad,Never-married,Other-service,White,Male,0,0,30,<=50K
26,Private,Bachelors,Never-married,Sales,White,Male,0,0,10,<=50K
22,Private,Some-college,Never-married,Other-service,Asian-Pac-Islander,Male,0,0,24,<=50K
47,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,0,0,45,<=50K
65,Private,HS-grad,Widowed,Other-service,White,Female,2538,0,50,<=50K
50,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,>50K
50,Local-gov,Some-college,Married-civ-spouse,Protective-serv,White,Male,7298,0,40,>50K
29,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,0,0,50,>50K
58,Self-emp-not-inc,HS-grad,Divorced,Machine-op-inspct,White,Male,0,0,20,<=50K
56,Self-emp-not-inc,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,45,<=50K
22,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,0,0,60,<=50K
34,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,White,Male,3411,0,80,<=50K
45,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,White,Male,7298,0,40,>50K
30,Private,HS-grad,Divorced,Exec-managerial,White,Female,2354,0,40,<=50K
40,Private,Some-college,Married-civ-spouse,Exec-managerial,White,Female,0,0,45,>50K
52,Local-gov,HS-grad,Widowed,Other-service,White,Female,0,0,20,<=50K
44,Private,Bachelors,Married-civ-spouse,Sales,White,Male,0,0,45,<=50K
44,Private,HS-grad,Never-married,Other-service,White,Male,0,0,20,<=50K
27,Private,Bachelors,Separated,Exec-managerial,White,Female,0,0,60,<=50K
24,Private,HS-grad,Never-married,Craft-repair,White,Male,0,0,44,<=50K
28,Private,Bachelors,Never-married,Exec-managerial,White,Female,0,0,45,<=50K
49,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,>50K
36,Private,Some-college,Married-civ-spouse,Craft-repair,White,Male,0,0,40,<=50K
17,Local-gov,10th,Never-married,Farming-fishing,White,Male,0,0,40,<=50K
51,Self-emp-not-inc,HS-grad,Divorced,Exec-managerial,White,Female,99999,0,60,>50K
72,Self-emp-not-inc,Masters,Married-civ-spouse,Craft-repair,White,Male,0,0,30,<=50K
59,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,White,Male,0,0,40,<=50K
32,Private,Bachelors,Never-married,Prof-specialty,White,Male,0,0,40,<=50K
21,Private,HS-grad,Never-married,Machine-op-inspct,White,Male,0,0,50,<=50K
29,Local-gov,HS-grad,Never-married,Other-service,Black,Female,0,0,40,<=50K
29,Private,11th,Married-civ-spouse,Craft-repair,White,Male,0,0,44,<=50K
59,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,White,Male,0,0,40,>50K
23,Private,Some-college,Married-civ-spouse,Handlers-cleaners,White,Male,0,0,55,<=50K
67,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,0,0,12,<=50K
26,Private,HS-grad,Never-married,Sales,White,Female,0,0,38,<=50K
35,Private,Some-college,Never-married,Adm-clerical,White,Female,0,0,40,<=50K
41,Private,Some-college,Widowed,Other-service,White,Female,0,0,40,<=50K
31,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,<=50K
29,Private,Bachelors,Never-married,Machine-op-inspct,White,Male,0,0,40,<=50K
23,Private,Bachelors,Never-married,Tech-support,White,Male,0,0,40,<=50K
31,Private,Some-college,Never-married,Exec-managerial,White,Female,0,0,50,<=50K
22,Private,Bachelors,Never-married,Prof-specialty,White,Female,0,0,30,<=50K
67,Private,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,0,1510,8,<=50K
46,Private,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,0,0,40,<=50K
35,Private,Bachelors,Never-married,Tech-support,Black,Male,0,0,40,<=50K
32,Local-gov,Assoc-acdm,Married-civ-spouse,Craft-repair,White,Male,0,0,40,>50K
44,Self-emp-inc,HS-grad,Divorced,Other-service,White,Female,0,0,33,<=50K
24,Private,Bachelors,Never-married,Adm-clerical,White,Male,0,0,40,<=50K
46,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,White,Female,0,1902,40,>50K
52,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,15024,0,44,>50K
24,Private,HS-grad,Divorced,Handlers-cleaners,White,Male,0,0,40,<=50K
31,Private,HS-grad,Never-married,Adm-clerical,White,Female,0,0,35,<=50K
59,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,0,0,40,<=50K
35,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,5013,0,40,<=50K
33,State-gov,9th,Married-civ-spouse,Farming-fishing,White,Male,0,0,40,<=50K
34,Private,Bachelors,Married-civ-spouse,Sales,White,Male,7298,0,46,>50K
76,Self-emp-not-inc,9th,Married-civ-spouse,Farming-fishing,White,Male,0,0,40,<=50K
33,Private,Assoc-acdm,Never-married,Tech-support,White,Male,0,0,40,<=50K
47,Private,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,<=50K
65,Federal-gov,Some-college,Widowed,Adm-clerical,White,Male,0,1944,20,<=50K
65,Self-emp-inc,Bachelors,Never-married,Exec-managerial,White,Male,0,0,40,<=50K
45,Private,9th,Divorced,Other-service,Black,Female,0,0,40,<=50K
22,Private,10th,Never-married,Sales,Black,Female,0,0,40,<=50K
36,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,White,Male,0,0,50,>50K
64,Self-emp-not-inc,HS-grad,Widowed,Sales,White,Female,0,0,70,<=50K
47,Private,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,15024,0,50,>50K
25,Private,Assoc-acdm,Never-married,Adm-clerical,Black,Female,0,0,40,<=50K
44,Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,7688,0,40,>50K
66,Self-emp-inc,Some-college,Married-civ-spouse,Sales,White,Male,0,0,50,<=50K
